Species2_eBird,Sex,mean_Tarsus.Length,mean_Tail.Length,Family2,Order2,Wire.Tails
Myrmecocichla formicivora,F,32.6875,56.0625,Muscicapidae,Passeriformes,N
Myrmecocichla formicivora,M,33.47142857,58.42857143,Muscicapidae,Passeriformes,N
Myrmecocichla melaena,F,27.2,62.45,Muscicapidae,Passeriformes,N
Myrmecocichla melaena,M,27.4,59.975,Muscicapidae,Passeriformes,N
Myrmecocichla monticola,F,29.375,73.175,Muscicapidae,Passeriformes,N
Myrmecocichla monticola,M,30.46666667,73,Muscicapidae,Passeriformes,N
Myrmecocichla nigra,F,29.225,54.9,Muscicapidae,Passeriformes,N
Myrmecocichla nigra,M,30.32,61.4,Muscicapidae,Passeriformes,N
Myrmecocichla tholloni,F,33.63333333,61.86666667,Muscicapidae,Passeriformes,N
Myrmecocichla tholloni,M,34.13333333,63.66666667,Muscicapidae,Passeriformes,N
Myrmelastes brunneiceps,F,24.9,54.5,Thamnophilidae,Passeriformes,N
Myrmelastes brunneiceps,M,26.025,54.825,Thamnophilidae,Passeriformes,N
Myrmelastes caurensis,F,29.2,72,Thamnophilidae,Passeriformes,N
Myrmelastes caurensis,M,29.3,80.46666667,Thamnophilidae,Passeriformes,N
Myrmelastes humaythae,F,25.575,52.9,Thamnophilidae,Passeriformes,N
Myrmelastes humaythae,M,25.625,53.15,Thamnophilidae,Passeriformes,N
Myrmelastes hyperythrus,F,28.5,56.075,Thamnophilidae,Passeriformes,N
Myrmelastes hyperythrus,M,29.84,56.22,Thamnophilidae,Passeriformes,N
Myrmelastes leucostigma,F,26.975,55.95,Thamnophilidae,Passeriformes,N
Myrmelastes leucostigma,M,25.71666667,56.66666667,Thamnophilidae,Passeriformes,N
Myrmelastes rufifacies,F,25.725,56.1,Thamnophilidae,Passeriformes,N
Myrmelastes rufifacies,M,25.9,56.575,Thamnophilidae,Passeriformes,N
Myrmelastes saturatus,F,24.96666667,62.43333333,Thamnophilidae,Passeriformes,N
Myrmelastes saturatus,M,25.03333333,57.26666667,Thamnophilidae,Passeriformes,N
Myrmelastes schistaceus,F,25.6,48.8,Thamnophilidae,Passeriformes,N
Myrmelastes schistaceus,M,25.05,47.225,Thamnophilidae,Passeriformes,N
Myrmia micrura,F,3.95,17,Trochilidae,Caprimulgiformes,N
Myrmia micrura,M,3.6,13,Trochilidae,Caprimulgiformes,N
Myrmoborus leucophrys,F,24.06666667,43.03333333,Thamnophilidae,Passeriformes,N
Myrmoborus leucophrys,M,26.21,44.52,Thamnophilidae,Passeriformes,N
Myrmoborus lophotes,F,30.55,55.5,Thamnophilidae,Passeriformes,N
Myrmoborus lophotes,M,30.74,54.36,Thamnophilidae,Passeriformes,N
Myrmoborus lugubris,F,25.8,37.66666667,Thamnophilidae,Passeriformes,N
Myrmoborus lugubris,M,26.45,40.25,Thamnophilidae,Passeriformes,N
Myrmoborus melanurus,F,25.55,40.025,Thamnophilidae,Passeriformes,N
Myrmoborus melanurus,M,24.94,39.7,Thamnophilidae,Passeriformes,N
Myrmoborus myotherinus,F,25.5,38.52,Thamnophilidae,Passeriformes,N
Myrmoborus myotherinus,M,25.7,40.38947368,Thamnophilidae,Passeriformes,N
Myrmochanes hemileucus,F,20.375,34.5,Thamnophilidae,Passeriformes,N
Myrmochanes hemileucus,M,21.56666667,32.73333333,Thamnophilidae,Passeriformes,N
Myrmoderus eowilsoni,F,27.9,66.5,Thamnophilidae,Passeriformes,N
Myrmoderus eowilsoni,M,26.6,62,Thamnophilidae,Passeriformes,N
Myrmoderus ferrugineus,F,25.65,53.25,Thamnophilidae,Passeriformes,N
Myrmoderus ferrugineus,M,26.15,56.18333333,Thamnophilidae,Passeriformes,N
Myrmoderus loricatus,F,25.35,64.75,Thamnophilidae,Passeriformes,N
Myrmoderus loricatus,M,25.21666667,65.6,Thamnophilidae,Passeriformes,N
Myrmoderus ruficauda,F,22.6,52.95,Thamnophilidae,Passeriformes,N
Myrmoderus ruficauda,M,22.56428571,50.85714286,Thamnophilidae,Passeriformes,N
Myrmoderus squamosus,F,27.18,62.18,Thamnophilidae,Passeriformes,N
Myrmoderus squamosus,M,27.24285714,65.84285714,Thamnophilidae,Passeriformes,N
Myrmophylax atrothorax,F,24.925,51.8,Thamnophilidae,Passeriformes,N
Myrmophylax atrothorax,M,24.95,52.8,Thamnophilidae,Passeriformes,N
Myrmorchilus strigilatus,F,29.75,59.6,Thamnophilidae,Passeriformes,N
Myrmorchilus strigilatus,M,29.56666667,60.78888889,Thamnophilidae,Passeriformes,N
Myrmornis torquata,F,25.18571429,37.65714286,Thamnophilidae,Passeriformes,N
Myrmornis torquata,M,24.34444444,36.72222222,Thamnophilidae,Passeriformes,N
Myrmothera berlepschi,F,37.81,37.96,Grallariidae,Passeriformes,N
Myrmothera berlepschi,M,38.92666667,38.12666667,Grallariidae,Passeriformes,N
Myrmothera campanisona,F,39.1,34.28275862,Grallariidae,Passeriformes,N
Myrmothera campanisona,M,40.5442623,35.46721311,Grallariidae,Passeriformes,N
Myrmothera dives,F,35.36666667,36.23333333,Grallariidae,Passeriformes,N
Myrmothera dives,M,36.57857143,33.46428571,Grallariidae,Passeriformes,N
Myrmothera fulviventris,F,35.3375,33.05,Grallariidae,Passeriformes,N
Myrmothera fulviventris,M,36.4,34.676,Grallariidae,Passeriformes,N
Myrmothera simplex,F,42.975,49,Grallariidae,Passeriformes,N
Myrmothera simplex,M,42.95,46.64444444,Grallariidae,Passeriformes,N
Myrmothera subcanescens,F,41.775,40.1,Grallariidae,Passeriformes,N
Myrmothera subcanescens,M,42.19285714,40.66428571,Grallariidae,Passeriformes,N
Myrmotherula ambigua,F,15.7,23.1,Thamnophilidae,Passeriformes,N
Myrmotherula ambigua,M,15.66666667,22.9,Thamnophilidae,Passeriformes,N
Myrmotherula assimilis,F,16.175,29.2,Thamnophilidae,Passeriformes,N
Myrmotherula assimilis,M,16.7,29.83333333,Thamnophilidae,Passeriformes,N
Myrmotherula axillaris,F,15.524,36.236,Thamnophilidae,Passeriformes,N
Myrmotherula axillaris,M,15.47222222,36.81111111,Thamnophilidae,Passeriformes,N
Myrmotherula behni,F,16.23333333,29.5,Thamnophilidae,Passeriformes,N
Myrmotherula behni,M,15.925,30.9,Thamnophilidae,Passeriformes,N
Myrmotherula brachyura,F,16.46666667,19.33333333,Thamnophilidae,Passeriformes,N
Myrmotherula brachyura,M,16.05,19.65,Thamnophilidae,Passeriformes,N
Myrmotherula cherriei,F,16.5,28.175,Thamnophilidae,Passeriformes,N
Myrmotherula cherriei,M,16.65,29.025,Thamnophilidae,Passeriformes,N
Myrmotherula grisea,F,14.8,29.5,Thamnophilidae,Passeriformes,N
Myrmotherula grisea,M,15.35,33.075,Thamnophilidae,Passeriformes,N
Myrmotherula ignota,F,15.9,18.825,Thamnophilidae,Passeriformes,N
Myrmotherula ignota,M,15.65,17.55,Thamnophilidae,Passeriformes,N
Myrmotherula iheringi,F,15.725,25.45,Thamnophilidae,Passeriformes,N
Myrmotherula iheringi,M,15.2,26.4,Thamnophilidae,Passeriformes,N
Myrmotherula klagesi,F,15.45,31.2,Thamnophilidae,Passeriformes,N
Myrmotherula klagesi,M,16.48333333,27.75,Thamnophilidae,Passeriformes,N
Myrmotherula longicauda,F,17.1625,35.075,Thamnophilidae,Passeriformes,N
Myrmotherula longicauda,M,18.08888889,34.05555556,Thamnophilidae,Passeriformes,N
Myrmotherula longipennis,F,15.42857143,32.2,Thamnophilidae,Passeriformes,N
Myrmotherula longipennis,M,15.61666667,31.92083333,Thamnophilidae,Passeriformes,N
Myrmotherula menetriesii,F,16.3,28.325,Thamnophilidae,Passeriformes,N
Myrmotherula menetriesii,M,16.05,30.5875,Thamnophilidae,Passeriformes,N
Myrmotherula minor,F,15.075,29.35,Thamnophilidae,Passeriformes,N
Myrmotherula minor,M,15.725,28.85,Thamnophilidae,Passeriformes,N
Myrmotherula multostriata,F,15.78333333,22.01666667,Thamnophilidae,Passeriformes,N
Myrmotherula multostriata,M,14.7,24.06666667,Thamnophilidae,Passeriformes,N
Myrmotherula pacifica,F,17.45,27.675,Thamnophilidae,Passeriformes,N
Myrmotherula pacifica,M,17.56666667,28.25,Thamnophilidae,Passeriformes,N
Myrmotherula schisticolor,F,15.68333333,37.3,Thamnophilidae,Passeriformes,N
Myrmotherula schisticolor,M,15.56666667,36.45,Thamnophilidae,Passeriformes,N
Myrmotherula sclateri,F,16.03333333,20.53333333,Thamnophilidae,Passeriformes,N
Myrmotherula sclateri,M,16.68,22.9,Thamnophilidae,Passeriformes,N
Myrmotherula snowi,F,13.6,33.53333333,Thamnophilidae,Passeriformes,N
Myrmotherula snowi,M,14.7,31.85,Thamnophilidae,Passeriformes,N
Myrmotherula sunensis,F,14.66,26.64,Thamnophilidae,Passeriformes,N
Myrmotherula sunensis,M,15.2,26.56666667,Thamnophilidae,Passeriformes,N
Myrmotherula surinamensis,F,17.4,24.15,Thamnophilidae,Passeriformes,N
Myrmotherula surinamensis,M,16.44,23.58,Thamnophilidae,Passeriformes,N
Myrmotherula unicolor,F,15.85,35.725,Thamnophilidae,Passeriformes,N
Myrmotherula unicolor,M,15.83333333,35.48333333,Thamnophilidae,Passeriformes,N
Myrmotherula urosticta,F,12.95,29.45,Thamnophilidae,Passeriformes,N
Myrmotherula urosticta,M,14.475,28.4,Thamnophilidae,Passeriformes,N
Myrtis fanny,F,4.7,24,Trochilidae,Caprimulgiformes,N
Myrtis fanny,M,4.74,29.8,Trochilidae,Caprimulgiformes,N
Mystacornis crossleyi,F,23.4,54.5,Vangidae,Passeriformes,N
Mystacornis crossleyi,M,25.78571429,51.57142857,Vangidae,Passeriformes,N
Myza celebensis,F,18.6,66,Meliphagidae,Passeriformes,N
Myza celebensis,M,19.6,69,Meliphagidae,Passeriformes,N
Myza sarasinorum,F,26.2,83,Meliphagidae,Passeriformes,N
Myza sarasinorum,M,26.95,88,Meliphagidae,Passeriformes,N
Myzomela adolphinae,F,13.5,33,Meliphagidae,Passeriformes,N
Myzomela adolphinae,M,13.03333333,34.33333333,Meliphagidae,Passeriformes,N
Myzomela albigula,F,19.3,54,Meliphagidae,Passeriformes,N
Myzomela albigula,M,20.1,60,Meliphagidae,Passeriformes,N
Myzomela blasii,M,17.1,56,Meliphagidae,Passeriformes,N
Myzomela boiei,M,15.7,38,Meliphagidae,Passeriformes,N
Myzomela caledonica,F,13.8,34.5,Meliphagidae,Passeriformes,N
Myzomela caledonica,M,15.475,36.625,Meliphagidae,Passeriformes,N
Myzomela cardinalis,F,19.05,46.5,Meliphagidae,Passeriformes,N
Myzomela cardinalis,M,18.2,54,Meliphagidae,Passeriformes,N
Myzomela chermesina,F,21.4,48,Meliphagidae,Passeriformes,N
Myzomela chermesina,M,21.56666667,54.33333333,Meliphagidae,Passeriformes,N
Myzomela chloroptera,F,14.5,36,Meliphagidae,Passeriformes,N
Myzomela chloroptera,M,14.575,37.875,Meliphagidae,Passeriformes,N
Myzomela cineracea,F,18.1,48,Meliphagidae,Passeriformes,N
Myzomela cineracea,M,19.4,61,Meliphagidae,Passeriformes,N
Myzomela cruentata,F,12.4,35,Meliphagidae,Passeriformes,N
Myzomela cruentata,M,12.6,41.5,Meliphagidae,Passeriformes,N
Myzomela dammermani,M,16.5,36.3,Meliphagidae,Passeriformes,N
Myzomela eichhorni,F,17.2,44,Meliphagidae,Passeriformes,N
Myzomela eichhorni,M,17.8,45.66666667,Meliphagidae,Passeriformes,N
Myzomela eques,F,16.15,45.5,Meliphagidae,Passeriformes,N
Myzomela eques,M,17.23333333,60,Meliphagidae,Passeriformes,N
Myzomela erythrocephala,F,14.9,39,Meliphagidae,Passeriformes,N
Myzomela erythrocephala,M,16.08,43.3,Meliphagidae,Passeriformes,N
Myzomela erythromelas,F,14.13333333,32.5,Meliphagidae,Passeriformes,N
Myzomela erythromelas,M,13.6,32,Meliphagidae,Passeriformes,N
Myzomela irianawidodoae,M,15.1,39.3,Meliphagidae,Passeriformes,N
Myzomela jugularis,F,16.85,35.75,Meliphagidae,Passeriformes,N
Myzomela jugularis,M,16.83333333,35,Meliphagidae,Passeriformes,N
Myzomela kuehni,M,17.5,40,Meliphagidae,Passeriformes,N
Myzomela lafargei,F,15.7,41.25,Meliphagidae,Passeriformes,N
Myzomela lafargei,M,16.7,44.33333333,Meliphagidae,Passeriformes,N
Myzomela malaitae,F,17.9,47,Meliphagidae,Passeriformes,N
Myzomela malaitae,M,17.23333333,50.16666667,Meliphagidae,Passeriformes,N
Myzomela melanocephala,F,15.3,42.5,Meliphagidae,Passeriformes,N
Myzomela melanocephala,M,15.96666667,45.66666667,Meliphagidae,Passeriformes,N
Myzomela nigrita,F,14.3,38.875,Meliphagidae,Passeriformes,N
Myzomela nigrita,M,13.83333333,41,Meliphagidae,Passeriformes,N
Myzomela obscura,F,16.7,50.2,Meliphagidae,Passeriformes,N
Myzomela obscura,M,18,55.58333333,Meliphagidae,Passeriformes,N
Myzomela prawiradilagae,M,17.2,45,Meliphagidae,Passeriformes,N
Myzomela pulchella,M,16.7,45,Meliphagidae,Passeriformes,N
Myzomela rosenbergii,F,14.35,38.5,Meliphagidae,Passeriformes,N
Myzomela rosenbergii,M,15.43333333,41.66666667,Meliphagidae,Passeriformes,N
Myzomela rubratra,F,21.5,53,Meliphagidae,Passeriformes,N
Myzomela rubratra,M,21.75,54,Meliphagidae,Passeriformes,N
Myzomela sanguinolenta,F,13.225,33,Meliphagidae,Passeriformes,N
Myzomela sanguinolenta,M,13.94,36.1,Meliphagidae,Passeriformes,N
Myzomela sclateri,F,16.4,41.5,Meliphagidae,Passeriformes,N
Myzomela sclateri,M,16.7,43.75,Meliphagidae,Passeriformes,N
Myzomela tristrami,F,17.9,45,Meliphagidae,Passeriformes,N
Myzomela tristrami,M,18.53333333,49.66666667,Meliphagidae,Passeriformes,N
Myzomela vulnerata,M,15.86666667,40.16666667,Meliphagidae,Passeriformes,N
Myzomela wahe,M,10.7,39,Meliphagidae,Passeriformes,N
Myzomela wakoloensis,M,14.7,40.25,Meliphagidae,Passeriformes,N
Myzornis pyrrhoura,F,22,47,Sylviidae,Passeriformes,N
Myzornis pyrrhoura,M,24.06666667,46.33333333,Sylviidae,Passeriformes,N
NA ,F,5.7,43,NA,NA,N
NA ,M,36.81111111,118.9666667,NA,NA,N
Nannopsittaca dachilleae,F,10.25,38.65,Psittacidae,Psittaciformes,N
Nannopsittaca dachilleae,M,11.65,41.5,Psittacidae,Psittaciformes,N
Nannopsittaca panychlora,F,9.5,43.5,Psittacidae,Psittaciformes,N
Nannopsittaca panychlora,M,9.7,44.5,Psittacidae,Psittaciformes,N
Nannopterum auritum,M,63.93333333,148,Phalacrocoracidae,Suliformes,N
Nannopterum brasilianum,F,46.66666667,186,Phalacrocoracidae,Suliformes,N
Nannopterum brasilianum,M,50.675,193.25,Phalacrocoracidae,Suliformes,N
Nannopterum harrisi,F,65.9,148,Phalacrocoracidae,Suliformes,N
Nannopterum harrisi,M,72,156,Phalacrocoracidae,Suliformes,N
Napothera albostriata,F,27.2,43,Pellorneidae,Passeriformes,N
Napothera danjoui,F,29.45,59.5,Pellorneidae,Passeriformes,N
Napothera danjoui,M,29.8,84,Pellorneidae,Passeriformes,N
Napothera epilepidota,M,22.14285714,28.28571429,Pellorneidae,Passeriformes,N
Napothera malacoptila,F,23.3,29,Pellorneidae,Passeriformes,N
Napothera naungmungensis,F,29.8,58,Pellorneidae,Passeriformes,N
Napothera pasquieri,M,23.3,23,Pellorneidae,Passeriformes,N
Nasica longirostris,M,28.53333333,131.6666667,Furnariidae,Passeriformes,N
Neafrapus boehmi,F,8.65,21.5,Apodidae,Caprimulgiformes,N
Neafrapus boehmi,M,9.3,21.5,Apodidae,Caprimulgiformes,N
Neafrapus cassini,F,13.43333333,26,Apodidae,Caprimulgiformes,N
Neafrapus cassini,M,14.1,24,Apodidae,Caprimulgiformes,N
Necrosyrtes monachus,F,78.15,235,Accipitridae,Accipitriformes,N
Necrosyrtes monachus,M,79.03333333,215,Accipitridae,Accipitriformes,N
Nectarinia bocagii,F,16.15,58.5,Nectariniidae,Passeriformes,N
Nectarinia bocagii,M,16.6,94.5,Nectariniidae,Passeriformes,N
Nectarinia famosa,F,15.7,50,Nectariniidae,Passeriformes,N
Nectarinia famosa,M,15.775,114.375,Nectariniidae,Passeriformes,N
Nectarinia johnstoni,F,17.275,49.5,Nectariniidae,Passeriformes,N
Nectarinia johnstoni,M,18.2,163.8,Nectariniidae,Passeriformes,N
Nectarinia kilimensis,F,17.525,53,Nectariniidae,Passeriformes,N
Nectarinia kilimensis,M,17.76,114.3,Nectariniidae,Passeriformes,N
Nectarinia purpureiventris,F,15.65,55,Nectariniidae,Passeriformes,N
Nectarinia purpureiventris,M,16.1,135.5,Nectariniidae,Passeriformes,N
Nectarinia tacazze,F,17.575,56,Nectariniidae,Passeriformes,N
Nectarinia tacazze,M,18.5,108,Nectariniidae,Passeriformes,N
Nemosia pileata,F,17.33333333,45.58333333,Thraupidae,Passeriformes,N
Nemosia pileata,M,17.15,48.28333333,Thraupidae,Passeriformes,N
Nemosia rourei,M,19,56.9,Thraupidae,Passeriformes,N
Nengetus cinereus,F,28.72,90.04,Tyrannidae,Passeriformes,N
Nengetus cinereus,M,29.6,92.76666667,Tyrannidae,Passeriformes,N
Neochmia phaeton,F,15.1,56.33333333,Estrildidae,Passeriformes,N
Neochmia phaeton,M,15.1,66.33333333,Estrildidae,Passeriformes,N
Neochmia temporalis,F,15.3,48.41666667,Estrildidae,Passeriformes,N
Neochmia temporalis,M,15.38,48.5,Estrildidae,Passeriformes,N
Neocichla gutturalis,F,30.1,83.5,Sturnidae,Passeriformes,N
Neocichla gutturalis,M,30.55,89.5,Sturnidae,Passeriformes,N
Neocossyphus finschi,F,20.65,81,Turdidae,Passeriformes,N
Neocossyphus finschi,M,21.26666667,86.33333333,Turdidae,Passeriformes,N
Neocossyphus fraseri,F,21.15,76,Turdidae,Passeriformes,N
Neocossyphus fraseri,M,20.47142857,75.14285714,Turdidae,Passeriformes,N
Neocossyphus poensis,F,27.1,88,Turdidae,Passeriformes,N
Neocossyphus poensis,M,27.8,91.5,Turdidae,Passeriformes,N
Neocossyphus rufus,F,29.3,102.5,Turdidae,Passeriformes,N
Neocossyphus rufus,M,28,102.6666667,Turdidae,Passeriformes,N
Neoctantes niger,F,23.86,55.94,Thamnophilidae,Passeriformes,N
Neoctantes niger,M,23.15,55.875,Thamnophilidae,Passeriformes,N
Neodrepanis coruscans,F,15.3,19.5,Philepittidae,Passeriformes,N
Neodrepanis coruscans,M,15.5,21.5,Philepittidae,Passeriformes,N
Neodrepanis hypoxantha,F,17.1,25,Philepittidae,Passeriformes,N
Neodrepanis hypoxantha,M,13.5,29,Philepittidae,Passeriformes,N
Neolalage banksiana,F,18.6,64.5,Monarchidae,Passeriformes,N
Neolalage banksiana,M,22.11111111,60.33333333,Monarchidae,Passeriformes,N
Neolestes torquatus,F,19.6,63,Pycnonotidae,Passeriformes,N
Neolestes torquatus,M,21.45,65.5,Pycnonotidae,Passeriformes,N
Neomixis striatigula,F,15.05,39,Cisticolidae,Passeriformes,N
Neomixis striatigula,M,16.83333333,40,Cisticolidae,Passeriformes,N
Neomixis tenella,F,14.45,28.5,Cisticolidae,Passeriformes,N
Neomixis tenella,M,17.03333333,33.66666667,Cisticolidae,Passeriformes,N
Neomixis viridis,F,15.25,32,Cisticolidae,Passeriformes,N
Neomixis viridis,M,15.05,32.5,Cisticolidae,Passeriformes,N
Neomorphus geoffroyi,M,69.4,269.5,Cuculidae,Cuculiformes,N
Neomorphus pucheranii,F,66.9,246,Cuculidae,Cuculiformes,N
Neomorphus pucheranii,M,69.6,256,Cuculidae,Cuculiformes,N
Neomorphus rufipennis,F,71.35,270,Cuculidae,Cuculiformes,N
Neomorphus rufipennis,M,69.2,262,Cuculidae,Cuculiformes,N
Neomorphus squamiger,F,61.2,260,Cuculidae,Cuculiformes,N
Neopelma chrysocephalum,F,15.15,46,Pipridae,Passeriformes,N
Neopelma chrysocephalum,M,15.35,47,Pipridae,Passeriformes,N
Neopelma pallescens,F,15.87142857,56.65714286,Pipridae,Passeriformes,N
Neopelma pallescens,M,15.4,62.2875,Pipridae,Passeriformes,N
Neopelma sulphureiventer,F,14.76666667,54.66666667,Pipridae,Passeriformes,N
Neopelma sulphureiventer,M,16.32,59,Pipridae,Passeriformes,N
Neophedina cincta,F,12.62,65.06,Hirundinidae,Passeriformes,N
Neophedina cincta,M,14.06666667,62.35,Hirundinidae,Passeriformes,N
Neophema bourkii,F,13.3,108.5,Psittaculidae,Psittaciformes,N
Neophema bourkii,M,13.75,116,Psittaculidae,Psittaciformes,N
Neophema chrysostoma,F,14.55,138,Psittaculidae,Psittaciformes,N
Neophema chrysostoma,M,14.93333333,117,Psittaculidae,Psittaciformes,N
Neophema elegans,F,14.95,113,Psittaculidae,Psittaciformes,N
Neophema elegans,M,15.66666667,125,Psittaculidae,Psittaciformes,N
Neophema petrophila,F,16.8,94,Psittaculidae,Psittaciformes,N
Neophema petrophila,M,15.9,107.75,Psittaculidae,Psittaciformes,N
Neophema pulchella,M,14.3,98,Psittaculidae,Psittaciformes,N
Neophema splendida,M,14.7,108,Psittaculidae,Psittaciformes,N
Neophron percnopterus,F,78.5,244,Accipitridae,Accipitriformes,N
Neophron percnopterus,M,76.3,249.3333333,Accipitridae,Accipitriformes,N
Neopipo cinnamomea,F,13.75,35,Tyrannidae,Passeriformes,N
Neopipo cinnamomea,M,13.7,34,Tyrannidae,Passeriformes,N
Neopsittacus musschenbroekii,F,14.4,83.33333333,Psittaculidae,Psittaciformes,N
Neopsittacus musschenbroekii,M,13.9,104,Psittaculidae,Psittaciformes,N
Neopsittacus pullicauda,F,15.3,90.3,Psittaculidae,Psittaciformes,N
Neopsittacus pullicauda,M,15.95,89.55,Psittaculidae,Psittaciformes,N
Neosuthora davidiana,F,17.05,38,Sylviidae,Passeriformes,N
Neosuthora davidiana,M,18.06666667,40.66666667,Sylviidae,Passeriformes,N
Neothraupis fasciata,F,22.15,58,Thraupidae,Passeriformes,N
Neothraupis fasciata,M,23.16666667,65.66666667,Thraupidae,Passeriformes,N
Neotis denhami,F,137.65,319,Otididae,Otidiformes,N
Neotis denhami,M,169,313.5,Otididae,Otidiformes,N
Neotis heuglinii,F,131.75,192,Otididae,Otidiformes,N
Neotis heuglinii,M,156.5,217,Otididae,Otidiformes,N
Neotis ludwigii,F,129.6,241,Otididae,Otidiformes,N
Neotis ludwigii,M,136.95,268,Otididae,Otidiformes,N
Neotis nuba,M,123.9,283,Otididae,Otidiformes,N
Neoxolmis coronatus,F,28.45,88.5,Tyrannidae,Passeriformes,N
Neoxolmis coronatus,M,29.5,93.7,Tyrannidae,Passeriformes,N
Neoxolmis rubetra,F,30.13333333,77.86666667,Tyrannidae,Passeriformes,N
Neoxolmis rubetra,M,29.1,82.5,Tyrannidae,Passeriformes,N
Neoxolmis rufiventris,F,35.65,87,Tyrannidae,Passeriformes,N
Neoxolmis rufiventris,M,36.53333333,94.16666667,Tyrannidae,Passeriformes,N
Neoxolmis salinarum,M,27.2,75,Tyrannidae,Passeriformes,N
Nephelomyias lintoni,F,16.4,42,Tyrannidae,Passeriformes,N
Nephelomyias lintoni,M,17,54,Tyrannidae,Passeriformes,N
Nephelomyias ochraceiventris,F,18.25,60,Tyrannidae,Passeriformes,N
Nephelomyias ochraceiventris,M,18.05,68.5,Tyrannidae,Passeriformes,N
