Species2_eBird,Sex,mean_Tarsus.Length,mean_Tail.Length,Family2,Order2,Wire.Tails
Artamus insignis,F,19.6,67,Artamidae,Passeriformes,N
Artamus insignis,M,20.5,62,Artamidae,Passeriformes,N
Artamus leucorynchus,F,17.4,60.5,Artamidae,Passeriformes,N
Artamus leucorynchus,M,18.78571429,56.14285714,Artamidae,Passeriformes,N
Artamus maximus,F,17.5,68.5,Artamidae,Passeriformes,N
Artamus maximus,M,19.9625,65.375,Artamidae,Passeriformes,N
Artamus mentalis,F,17.95,71,Artamidae,Passeriformes,N
Artamus mentalis,M,18.21666667,65.5,Artamidae,Passeriformes,N
Artamus minor,F,12.9,58.5,Artamidae,Passeriformes,N
Artamus minor,M,14.77777778,54.88888889,Artamidae,Passeriformes,N
Artamus monachus,F,18.05,71,Artamidae,Passeriformes,N
Artamus monachus,M,20.7,67.33333333,Artamidae,Passeriformes,N
Artamus personatus,F,18.66666667,75.33333333,Artamidae,Passeriformes,N
Artamus personatus,M,20.34,68.8,Artamidae,Passeriformes,N
Artamus superciliosus,F,21.15,82.5,Artamidae,Passeriformes,N
Artamus superciliosus,M,20.53333333,70.5,Artamidae,Passeriformes,N
Artemisiospiza belli,F,19.9,68.25,Passerellidae,Passeriformes,N
Artemisiospiza belli,M,20.37142857,68.28571429,Passerellidae,Passeriformes,N
Artemisiospiza nevadensis,F,21.5,77,Passerellidae,Passeriformes,N
Artemisiospiza nevadensis,M,21.5,71,Passerellidae,Passeriformes,N
Artisornis metopias,F,21.23333333,36.33333333,Cisticolidae,Passeriformes,N
Artisornis metopias,M,21.35,41,Cisticolidae,Passeriformes,N
Artisornis moreaui,F,17.65,43.5,Cisticolidae,Passeriformes,N
Artisornis moreaui,M,18.05,50,Cisticolidae,Passeriformes,N
Arundinax aedon,F,26.35,76,Acrocephalidae,Passeriformes,N
Arundinax aedon,M,25.83333333,80.33333333,Acrocephalidae,Passeriformes,N
Arundinicola leucocephala,F,16,44.53333333,Tyrannidae,Passeriformes,N
Arundinicola leucocephala,M,18.2,50.5,Tyrannidae,Passeriformes,N
Asarcornis scutulata,F,51.65,120,Anatidae,Anseriformes,N
Asarcornis scutulata,M,55.3,116.5,Anatidae,Anseriformes,N
Asemospiza fuliginosa,F,15.15,43.4,Thraupidae,Passeriformes,N
Asemospiza fuliginosa,M,15.43333333,43.73333333,Thraupidae,Passeriformes,N
Asemospiza obscura,M,14.96,42.3,Thraupidae,Passeriformes,N
Ashbyia lovensis,F,20.5,40.75,Meliphagidae,Passeriformes,N
Ashbyia lovensis,M,20.75,43,Meliphagidae,Passeriformes,N
Asio abyssinicus,F,61,166,Strigidae,Strigiformes,N
Asio abyssinicus,M,54.25,159.5,Strigidae,Strigiformes,N
Asio capensis,F,48.7,149,Strigidae,Strigiformes,N
Asio capensis,M,51.25,139,Strigidae,Strigiformes,N
Asio clamator,F,46.57142857,137.4571429,Strigidae,Strigiformes,N
Asio clamator,M,47.25,133.9,Strigidae,Strigiformes,N
Asio flammeus,F,41.25,148.5,Strigidae,Strigiformes,N
Asio flammeus,M,43.75,144.5,Strigidae,Strigiformes,N
Asio grammicus,F,43.2,117,Strigidae,Strigiformes,N
Asio grammicus,M,37.6,111,Strigidae,Strigiformes,N
Asio madagascariensis,F,46.9,154,Strigidae,Strigiformes,N
Asio madagascariensis,M,41.33333333,144.6666667,Strigidae,Strigiformes,N
Asio otus,F,40.6,140.375,Strigidae,Strigiformes,N
Asio otus,M,37.25,123.5,Strigidae,Strigiformes,N
Asio solomonensis,F,59,118,Strigidae,Strigiformes,N
Asio solomonensis,M,57.8,129.6,Strigidae,Strigiformes,N
Asio stygius,M,42.64,175.2,Strigidae,Strigiformes,N
Aspatha gularis,F,22.55,141.5,Momotidae,Coraciiformes,N
Aspatha gularis,M,23.9,137,Momotidae,Coraciiformes,N
Asthenes anthoides,F,20.5,66.5,Furnariidae,Passeriformes,N
Asthenes anthoides,M,20.86666667,70,Furnariidae,Passeriformes,N
Asthenes baeri,F,19.1,66,Furnariidae,Passeriformes,N
Asthenes baeri,M,18.96666667,67,Furnariidae,Passeriformes,N
Asthenes berlepschi,F,23.1,75.75,Furnariidae,Passeriformes,N
Asthenes berlepschi,M,23.8,70.15,Furnariidae,Passeriformes,N
Asthenes coryi,F,22.5,88,Furnariidae,Passeriformes,N
Asthenes coryi,M,21.63333333,82.66666667,Furnariidae,Passeriformes,N
Asthenes dorbignyi,F,22.76666667,71.16666667,Furnariidae,Passeriformes,N
Asthenes dorbignyi,M,23.17,73.77,Furnariidae,Passeriformes,N
Asthenes flammulata,F,24.75,76.25,Furnariidae,Passeriformes,N
Asthenes flammulata,M,24.63333333,68,Furnariidae,Passeriformes,N
Asthenes griseomurina,F,25,100,Furnariidae,Passeriformes,N
Asthenes griseomurina,M,24.15,111,Furnariidae,Passeriformes,N
Asthenes harterti,F,22.2,107,Furnariidae,Passeriformes,N
Asthenes harterti,M,22.35,98.75,Furnariidae,Passeriformes,N
Asthenes heterura,F,22.4,87,Furnariidae,Passeriformes,N
Asthenes heterura,M,21.1,87.86666667,Furnariidae,Passeriformes,N
Asthenes hudsoni,F,22.25,70.5,Furnariidae,Passeriformes,N
Asthenes hudsoni,M,24.76666667,76.33333333,Furnariidae,Passeriformes,N
Asthenes humilis,F,25.38,68.4,Furnariidae,Passeriformes,N
Asthenes humilis,M,26.28,68.6,Furnariidae,Passeriformes,N
Asthenes luizae,M,24.2,86.5,Furnariidae,Passeriformes,N
Asthenes maculicauda,F,22.26666667,82,Furnariidae,Passeriformes,N
Asthenes maculicauda,M,23.8,83.5,Furnariidae,Passeriformes,N
Asthenes modesta,F,23,69.25,Furnariidae,Passeriformes,N
Asthenes modesta,M,22.52,76.4,Furnariidae,Passeriformes,N
Asthenes ottonis,F,21.25,100,Furnariidae,Passeriformes,N
Asthenes ottonis,M,21.525,99.55,Furnariidae,Passeriformes,N
Asthenes palpebralis,F,23.9,120,Furnariidae,Passeriformes,N
Asthenes palpebralis,M,23.95,111,Furnariidae,Passeriformes,N
Asthenes perijana,F,22.03333333,106.8666667,Furnariidae,Passeriformes,N
Asthenes perijana,M,22.35,114.75,Furnariidae,Passeriformes,N
Asthenes pudibunda,F,22.9,77,Furnariidae,Passeriformes,N
Asthenes pyrrholeuca,F,18.9,81.5,Furnariidae,Passeriformes,N
Asthenes pyrrholeuca,M,19.775,79.8125,Furnariidae,Passeriformes,N
Asthenes sclateri,F,22.96666667,92,Furnariidae,Passeriformes,N
Asthenes sclateri,M,24.2,91,Furnariidae,Passeriformes,N
Asthenes vilcabambae,F,24.35,94.5,Furnariidae,Passeriformes,N
Asthenes vilcabambae,M,26.15,102.5,Furnariidae,Passeriformes,N
Asthenes virgata,M,25.08,89.28,Furnariidae,Passeriformes,N
Asthenes wyatti,F,24.25,69,Furnariidae,Passeriformes,N
Asthenes wyatti,M,24.5,69,Furnariidae,Passeriformes,N
Atalotriccus pilaris,M,15.65,38,Tyrannidae,Passeriformes,N
Atelornis crossleyi,F,38.05,112,Brachypteraciidae,Coraciiformes,N
Atelornis crossleyi,M,37.9,103,Brachypteraciidae,Coraciiformes,N
Atelornis pittoides,F,38.93333333,110,Brachypteraciidae,Coraciiformes,N
Atelornis pittoides,M,40.93333333,110.6666667,Brachypteraciidae,Coraciiformes,N
Athene blewitti,F,24.7,63,Strigidae,Strigiformes,N
Athene blewitti,M,23.75,71,Strigidae,Strigiformes,N
Athene brama,F,25.45,75.25,Strigidae,Strigiformes,N
Athene brama,M,25.1,73.25,Strigidae,Strigiformes,N
Athene cunicularia,F,42.75,77.5,Strigidae,Strigiformes,N
Athene cunicularia,M,42.1,83,Strigidae,Strigiformes,N
Athene noctua,F,29.6,76,Strigidae,Strigiformes,N
Athene noctua,M,33.75,72.5,Strigidae,Strigiformes,N
Athene superciliaris,F,36.6,118,Strigidae,Strigiformes,N
Athene superciliaris,M,35.65,118.5,Strigidae,Strigiformes,N
Atimastillas flavicollis,F,24.8,93,Pycnonotidae,Passeriformes,N
Atimastillas flavicollis,M,24.475,104.75,Pycnonotidae,Passeriformes,N
Atlantisia rogersi,F,21.65,27.5,Rallidae,Gruiformes,N
Atlantisia rogersi,M,23.4,29.5,Rallidae,Gruiformes,N
Atlapetes albiceps,F,25.9,69.5,Passerellidae,Passeriformes,N
Atlapetes albiceps,M,24.65,72,Passerellidae,Passeriformes,N
Atlapetes albinucha,F,23.55,79.5,Passerellidae,Passeriformes,N
Atlapetes albinucha,M,27.44,84.6,Passerellidae,Passeriformes,N
Atlapetes albofrenatus,F,25.6,81,Passerellidae,Passeriformes,N
Atlapetes blancae,F,25.95,78,Passerellidae,Passeriformes,N
Atlapetes canigenis,F,27.13333333,71,Passerellidae,Passeriformes,N
Atlapetes canigenis,M,29.4,80,Passerellidae,Passeriformes,N
Atlapetes citrinellus,F,25.1,70,Passerellidae,Passeriformes,N
Atlapetes citrinellus,M,26.36666667,71,Passerellidae,Passeriformes,N
Atlapetes flaviceps,M,24.4,61,Passerellidae,Passeriformes,N
Atlapetes forbesi,F,26.3,82,Passerellidae,Passeriformes,N
Atlapetes forbesi,M,28.2,93,Passerellidae,Passeriformes,N
Atlapetes fulviceps,F,25.7,72.33333333,Passerellidae,Passeriformes,N
Atlapetes fulviceps,M,25.3,73.16666667,Passerellidae,Passeriformes,N
Atlapetes fuscoolivaceus,F,26.1,78,Passerellidae,Passeriformes,N
Atlapetes fuscoolivaceus,M,27.7,79,Passerellidae,Passeriformes,N
Atlapetes latinuchus,F,24.95,68.25,Passerellidae,Passeriformes,N
Atlapetes latinuchus,M,27.08,77.8,Passerellidae,Passeriformes,N
Atlapetes leucopis,M,29.8,86.66666667,Passerellidae,Passeriformes,N
Atlapetes leucopterus,F,27.6,68,Passerellidae,Passeriformes,N
Atlapetes leucopterus,M,26.16666667,64.66666667,Passerellidae,Passeriformes,N
Atlapetes luteoviridis,F,26.23333333,86.16666667,Passerellidae,Passeriformes,N
Atlapetes luteoviridis,M,24.9,86,Passerellidae,Passeriformes,N
Atlapetes melanocephalus,M,26.6,72,Passerellidae,Passeriformes,N
Atlapetes melanolaemus,F,26.75,66,Passerellidae,Passeriformes,N
Atlapetes melanolaemus,M,27.75,72,Passerellidae,Passeriformes,N
Atlapetes melanopsis,M,26.2,81,Passerellidae,Passeriformes,N
Atlapetes nationi,F,29.63333333,77,Passerellidae,Passeriformes,N
Atlapetes nationi,M,30.7,82.5,Passerellidae,Passeriformes,N
Atlapetes pallidiceps,F,26.2,78,Passerellidae,Passeriformes,N
Atlapetes pallidiceps,M,26.55,79,Passerellidae,Passeriformes,N
Atlapetes pallidinucha,F,29.85,79,Passerellidae,Passeriformes,N
Atlapetes pallidinucha,M,29.65,80.5,Passerellidae,Passeriformes,N
Atlapetes personatus,M,27.36666667,80.33333333,Passerellidae,Passeriformes,N
Atlapetes pileatus,F,23.9,69,Passerellidae,Passeriformes,N
Atlapetes pileatus,M,23.73333333,72.33333333,Passerellidae,Passeriformes,N
Atlapetes rufigenis,F,28.1,92,Passerellidae,Passeriformes,N
Atlapetes rufigenis,M,29,89.25,Passerellidae,Passeriformes,N
Atlapetes rufinucha,F,26.03333333,74.83333333,Passerellidae,Passeriformes,N
Atlapetes rufinucha,M,25.61666667,74.36111111,Passerellidae,Passeriformes,N
Atlapetes schistaceus,F,25.925,83.7,Passerellidae,Passeriformes,N
Atlapetes schistaceus,M,22,83.2,Passerellidae,Passeriformes,N
Atlapetes seebohmi,F,22.9,70,Passerellidae,Passeriformes,N
Atlapetes seebohmi,M,25,56,Passerellidae,Passeriformes,N
Atlapetes semirufus,F,26.5,72,Passerellidae,Passeriformes,N
Atlapetes semirufus,M,27.2,79,Passerellidae,Passeriformes,N
Atlapetes terborghi,F,25.6,79.75,Passerellidae,Passeriformes,N
Atlapetes terborghi,M,25,79.25,Passerellidae,Passeriformes,N
Atlapetes tibialis,F,27.15,83,Passerellidae,Passeriformes,N
Atlapetes tibialis,M,28.75,89,Passerellidae,Passeriformes,N
Atlapetes tricolor,F,26.42,81.6,Passerellidae,Passeriformes,N
Atlapetes tricolor,M,26.875,84.1875,Passerellidae,Passeriformes,N
Atrichornis rufescens,M,22.225,71.5,Atrichornithidae,Passeriformes,N
Atronanus fuliginosus,F,10.93333333,50.7,Hirundinidae,Passeriformes,N
Atronanus fuliginosus,M,10.35,53.25,Hirundinidae,Passeriformes,N
Attagis gayi,M,25.6,69,Thinocoridae,Charadriiformes,N
Attagis malouinus,F,24.1,65,Thinocoridae,Charadriiformes,N
Attagis malouinus,M,24,63.33333333,Thinocoridae,Charadriiformes,N
Atticora fasciata,F,10.475,60.325,Hirundinidae,Passeriformes,N
Atticora fasciata,M,10.45,66.675,Hirundinidae,Passeriformes,N
Atticora pileata,F,11.05,60.5,Hirundinidae,Passeriformes,N
Atticora pileata,M,10.83333333,54.9,Hirundinidae,Passeriformes,N
Atticora tibialis,F,10,51,Hirundinidae,Passeriformes,N
Atticora tibialis,M,9.8,55,Hirundinidae,Passeriformes,N
Attila bolivianus,F,22.6,80,Tyrannidae,Passeriformes,N
Attila bolivianus,M,24.6,80,Tyrannidae,Passeriformes,N
Attila cinnamomeus,F,22.55,78,Tyrannidae,Passeriformes,N
Attila cinnamomeus,M,22.86666667,83.33333333,Tyrannidae,Passeriformes,N
Attila citriniventris,F,20.475,60.45,Tyrannidae,Passeriformes,N
Attila citriniventris,M,21.6,63.5,Tyrannidae,Passeriformes,N
Attila phoenicurus,M,17.9,73,Tyrannidae,Passeriformes,N
Attila rufus,F,26.2,70,Tyrannidae,Passeriformes,N
Attila spadiceus,F,25.15555556,66.55555556,Tyrannidae,Passeriformes,N
Attila spadiceus,M,24.16666667,66.05555556,Tyrannidae,Passeriformes,N
Attila torridus,M,25.65,76.5,Tyrannidae,Passeriformes,N
Augastes lumachella,F,4.8,33,Trochilidae,Caprimulgiformes,N
Augastes lumachella,M,4.575,36.125,Trochilidae,Caprimulgiformes,N
Augastes scutatus,F,4.9,31,Trochilidae,Caprimulgiformes,N
Augastes scutatus,M,4.05,33.5,Trochilidae,Caprimulgiformes,N
Aulacorhynchus albivitta,F,31.72,112.77,Ramphastidae,Piciformes,N
Aulacorhynchus albivitta,M,31.64705882,121.7764706,Ramphastidae,Piciformes,N
Aulacorhynchus coeruleicinctis,F,40.15,147.5625,Ramphastidae,Piciformes,N
Aulacorhynchus coeruleicinctis,M,40.3,150.4444444,Ramphastidae,Piciformes,N
Aulacorhynchus derbianus,F,35.45,129.325,Ramphastidae,Piciformes,N
Aulacorhynchus derbianus,M,36.9,137.25,Ramphastidae,Piciformes,N
Aulacorhynchus haematopygus,F,33.6,152.55,Ramphastidae,Piciformes,N
Aulacorhynchus haematopygus,M,36.78,149.04,Ramphastidae,Piciformes,N
Aulacorhynchus huallagae,F,39.2,157,Ramphastidae,Piciformes,N
Aulacorhynchus huallagae,M,38.65,161,Ramphastidae,Piciformes,N
Aulacorhynchus prasinus,F,33.2,106.1384615,Ramphastidae,Piciformes,N
Aulacorhynchus prasinus,M,33.94166667,112.8916667,Ramphastidae,Piciformes,N
Aulacorhynchus sulcatus,F,32.6,126.5,Ramphastidae,Piciformes,N
Aulacorhynchus sulcatus,M,34.74,115.1,Ramphastidae,Piciformes,N
Aulacorhynchus whitelianus,M,33.15,102.25,Ramphastidae,Piciformes,N
Auriparus flaviceps,F,15,51.5,Remizidae,Passeriformes,N
Auriparus flaviceps,M,15.05,48,Remizidae,Passeriformes,N
Automolus exsertus,F,21.6,65,Furnariidae,Passeriformes,N
Automolus exsertus,M,22.7,72.5,Furnariidae,Passeriformes,N
Automolus infuscatus,F,22.325,75.65,Furnariidae,Passeriformes,N
Automolus infuscatus,M,21.92222222,71.12222222,Furnariidae,Passeriformes,N
Automolus lammi,F,22.275,79.2,Furnariidae,Passeriformes,N
Automolus lammi,M,22.41666667,81.86666667,Furnariidae,Passeriformes,N
Automolus leucophthalmus,M,23.3,82.5,Furnariidae,Passeriformes,N
Automolus melanopezus,M,22.8,75,Furnariidae,Passeriformes,N
Automolus ochrolaemus,F,23.31428571,73.71428571,Furnariidae,Passeriformes,N
Automolus ochrolaemus,M,23.2,76.6,Furnariidae,Passeriformes,N
Automolus paraensis,F,21.7,75.33333333,Furnariidae,Passeriformes,N
Automolus paraensis,M,22.6,75,Furnariidae,Passeriformes,N
Automolus rufipileatus,F,23.85,79.5,Furnariidae,Passeriformes,N
Automolus rufipileatus,M,23.3,83.5,Furnariidae,Passeriformes,N
Automolus subulatus,F,20.06666667,66.33333333,Furnariidae,Passeriformes,N
Automolus subulatus,M,20.3952381,71.01904762,Furnariidae,Passeriformes,N
Aviceda cuculoides,F,36.8,155.5,Accipitridae,Accipitriformes,N
Aviceda cuculoides,M,30.5,153.3333333,Accipitridae,Accipitriformes,N
Aviceda jerdoni,F,30,212,Accipitridae,Accipitriformes,N
Aviceda jerdoni,M,37.1,210.6666667,Accipitridae,Accipitriformes,N
Aviceda leuphotes,F,24.75,119.5,Accipitridae,Accipitriformes,N
Aviceda leuphotes,M,25.23333333,127,Accipitridae,Accipitriformes,N
Aviceda madagascariensis,F,36.55,165,Accipitridae,Accipitriformes,N
Aviceda madagascariensis,M,40.16666667,172,Accipitridae,Accipitriformes,N
Aviceda subcristata,F,35,200,Accipitridae,Accipitriformes,N
Aviceda subcristata,M,37.23333333,203.3333333,Accipitridae,Accipitriformes,N
Avocettula recurvirostris,F,2.8,29.5,Trochilidae,Caprimulgiformes,N
Avocettula recurvirostris,M,3.733333333,30.33333333,Trochilidae,Caprimulgiformes,N
Aythya affinis,F,34,51,Anatidae,Anseriformes,N
Aythya affinis,M,34.6,55,Anatidae,Anseriformes,N
Aythya americana,F,33,54.5,Anatidae,Anseriformes,N
Aythya americana,M,37.53333333,57,Anatidae,Anseriformes,N
Aythya australis,F,32.15,54.5,Anatidae,Anseriformes,N
Aythya australis,M,34.7,57,Anatidae,Anseriformes,N
Aythya baeri,F,30.05,58.5,Anatidae,Anseriformes,N
Aythya baeri,M,32.86666667,58,Anatidae,Anseriformes,N
Aythya collaris,F,30.9,54.5,Anatidae,Anseriformes,N
Aythya collaris,M,34.8,59.66666667,Anatidae,Anseriformes,N
Aythya ferina,F,34.625,52.5,Anatidae,Anseriformes,N
Aythya ferina,M,35.24,54.64,Anatidae,Anseriformes,N
Aythya fuligula,F,31.21666667,49.66666667,Anatidae,Anseriformes,N
Aythya fuligula,M,31.3,57.16666667,Anatidae,Anseriformes,N
Aythya innotata,F,33.2,56,Anatidae,Anseriformes,N
Aythya innotata,M,32.76666667,68,Anatidae,Anseriformes,N
Aythya marila,F,31.5,51.5,Anatidae,Anseriformes,N
Aythya marila,M,35.6,54.5,Anatidae,Anseriformes,N
Aythya nyroca,F,26.65,54.5,Anatidae,Anseriformes,N
Aythya nyroca,M,28.36666667,52.66666667,Anatidae,Anseriformes,N
Aythya valisineria,F,36.65,52.5,Anatidae,Anseriformes,N
Aythya valisineria,M,39.05,53,Anatidae,Anseriformes,N
Baeolophus atricristatus,F,17.6,60,Paridae,Passeriformes,N
Baeolophus atricristatus,M,19.45,63.75,Paridae,Passeriformes,N
Baeolophus bicolor,F,20.62,67,Paridae,Passeriformes,N
Baeolophus bicolor,M,20.57,69.1,Paridae,Passeriformes,N
Baeolophus inornatus,F,20.65,57.5,Paridae,Passeriformes,N
Baeolophus inornatus,M,20.76666667,57.66666667,Paridae,Passeriformes,N
Baeolophus ridgwayi,F,21.05,63.25,Paridae,Passeriformes,N
Baeolophus ridgwayi,M,20.6,63.5,Paridae,Passeriformes,N
Baeolophus wollweberi,F,16.05,56.5,Paridae,Passeriformes,N
Baeolophus wollweberi,M,16.6,60.5,Paridae,Passeriformes,N
Baeopogon clamans,F,19.4,71,Pycnonotidae,Passeriformes,N
Baeopogon clamans,M,17.4,76.5,Pycnonotidae,Passeriformes,N
Baeopogon indicator,F,18.675,76.25,Pycnonotidae,Passeriformes,N
Baeopogon indicator,M,20.6,85,Pycnonotidae,Passeriformes,N
Balaeniceps rex,F,238.4,275.5,Balaenicipitidae,Pelecaniformes,N
Balaeniceps rex,M,230,265,Balaenicipitidae,Pelecaniformes,N
Balearica pavonina,F,198,270,Gruidae,Gruiformes,N
Balearica pavonina,M,212,273,Gruidae,Gruiformes,N
Balearica regulorum,M,222.3333333,239,Gruidae,Gruiformes,N
Bambusicola fytchii,F,44.15,96.5,Phasianidae,Galliformes,N
Bambusicola fytchii,M,45.96666667,103.6666667,Phasianidae,Galliformes,N
Bambusicola sonorivox,F,38.35,80.7,Phasianidae,Galliformes,N
Bambusicola sonorivox,M,40,80.4,Phasianidae,Galliformes,N
Bambusicola thoracicus,F,34.95,83,Phasianidae,Galliformes,N
Bambusicola thoracicus,M,37.83333333,95.33333333,Phasianidae,Galliformes,N
Bangsia arcaei,F,21.05,45.5,Thraupidae,Passeriformes,N
Bangsia arcaei,M,21.73333333,49,Thraupidae,Passeriformes,N
Bangsia aureocincta,F,25.56666667,53.26666667,Thraupidae,Passeriformes,N
Bangsia aureocincta,M,25.06666667,59.26666667,Thraupidae,Passeriformes,N
Bangsia edwardsi,F,22.5,51.5,Thraupidae,Passeriformes,N
Bangsia edwardsi,M,23.9,55,Thraupidae,Passeriformes,N
Bangsia flavovirens,F,20.1,58,Thraupidae,Passeriformes,N
Bangsia flavovirens,M,21.4,58,Thraupidae,Passeriformes,N
Bangsia melanochlamys,F,25.05,52.75,Thraupidae,Passeriformes,N
Bangsia melanochlamys,M,26.1,49,Thraupidae,Passeriformes,N
Bangsia rothschildi,F,23.1,52.5,Thraupidae,Passeriformes,N
Bangsia rothschildi,M,21.6,53,Thraupidae,Passeriformes,N
Barnardius zonarius,F,20.85,192.5,Psittaculidae,Psittaciformes,N
Barnardius zonarius,M,22.26666667,212.3333333,Psittaculidae,Psittaciformes,N
Bartramia longicauda,F,46.1,81,Scolopacidae,Charadriiformes,N
Bartramia longicauda,M,50.36666667,78.33333333,Scolopacidae,Charadriiformes,N
Baryphthengus martii,F,31.15714286,237,Momotidae,Coraciiformes,N
Baryphthengus martii,M,32.06666667,290,Momotidae,Coraciiformes,N
Baryphthengus ruficapillus,F,26.8,226,Momotidae,Coraciiformes,N
Baryphthengus ruficapillus,M,32.8,225,Momotidae,Coraciiformes,N
Basileuterus belli,F,21.28,59.04,Parulidae,Passeriformes,N
Basileuterus belli,M,21.18888889,60.13333333,Parulidae,Passeriformes,N
Basileuterus culicivorus,F,19.54444444,51.51111111,Parulidae,Passeriformes,N
Basileuterus culicivorus,M,18.57666667,55.20666667,Parulidae,Passeriformes,N
Basileuterus delattrii,F,21.1,50,Parulidae,Passeriformes,N
Basileuterus delattrii,M,20.3,57.51818182,Parulidae,Passeriformes,N
Basileuterus griseiceps,F,22.2,61.33333333,Parulidae,Passeriformes,N
Basileuterus griseiceps,M,21.9,59,Parulidae,Passeriformes,N
Basileuterus ignotus,F,19.8,58,Parulidae,Passeriformes,N
Basileuterus ignotus,M,21.1,59,Parulidae,Passeriformes,N
Basileuterus lachrymosus,F,23.4,69.475,Parulidae,Passeriformes,N
Basileuterus lachrymosus,M,23.875,69.725,Parulidae,Passeriformes,N
Basileuterus melanogenys,F,21.65,59.85,Parulidae,Passeriformes,N
Basileuterus melanogenys,M,21.8375,68.3125,Parulidae,Passeriformes,N
Basileuterus melanotis,F,20.38,56.46,Parulidae,Passeriformes,N
Basileuterus melanotis,M,20.975,54.875,Parulidae,Passeriformes,N
Basileuterus rufifrons,F,20.38,59.06,Parulidae,Passeriformes,N
Basileuterus rufifrons,M,19.95714286,62.71428571,Parulidae,Passeriformes,N
Basileuterus trifasciatus,F,19.95,50.975,Parulidae,Passeriformes,N
Basileuterus trifasciatus,M,19.6,55.23333333,Parulidae,Passeriformes,N
Basileuterus tristriatus,F,20.34285714,56.60714286,Parulidae,Passeriformes,N
Basileuterus tristriatus,M,20.52727273,56.86363636,Parulidae,Passeriformes,N
Basilinna leucotis,F,2.6,32,Trochilidae,Caprimulgiformes,N
Basilinna leucotis,M,3.6,34.33333333,Trochilidae,Caprimulgiformes,N
Basilinna xantusii,F,4.3,28,Trochilidae,Caprimulgiformes,N
Basilinna xantusii,M,5.166666667,30.33333333,Trochilidae,Caprimulgiformes,N
Basilornis celebensis,F,27.2,87.5,Sturnidae,Passeriformes,N
Basilornis celebensis,M,26.65,82,Sturnidae,Passeriformes,N
Basilornis corythaix,M,32.15,96.25,Sturnidae,Passeriformes,N
Batara cinerea,F,47.8,166,Thamnophilidae,Passeriformes,N
Batara cinerea,M,46.43333333,166.6,Thamnophilidae,Passeriformes,N
Bathilda ruficauda,F,13.8,41,Estrildidae,Passeriformes,N
Bathilda ruficauda,M,13.95,45.25,Estrildidae,Passeriformes,N
Bathmocercus cerviniventris,F,22.2,56,Cisticolidae,Passeriformes,N
Bathmocercus cerviniventris,M,23.83333333,49.83333333,Cisticolidae,Passeriformes,N
Bathmocercus rufus,F,24.3,52.75,Cisticolidae,Passeriformes,N
Bathmocercus rufus,M,25.64,58.5,Cisticolidae,Passeriformes,N
Batis capensis,F,18.95,46.5,Platysteiridae,Passeriformes,N
Batis capensis,M,19.7,43.66666667,Platysteiridae,Passeriformes,N
Batis crypta,F,18.15,34.5,Platysteiridae,Passeriformes,N
Batis crypta,M,19.2375,34.875,Platysteiridae,Passeriformes,N
Batis diops,F,19.5,41.5,Platysteiridae,Passeriformes,N
Batis diops,M,20.06,41.8,Platysteiridae,Passeriformes,N
Batis erlangeri,F,16.45,45.5,Platysteiridae,Passeriformes,N
Batis erlangeri,M,16.88571429,42.28571429,Platysteiridae,Passeriformes,N
Batis fratrum,F,17.55,36.5,Platysteiridae,Passeriformes,N
Batis fratrum,M,19.675,35,Platysteiridae,Passeriformes,N
Batis ituriensis,M,13.15,33.25,Platysteiridae,Passeriformes,N
Batis margaritae,F,17.7,45,Platysteiridae,Passeriformes,N
Batis margaritae,M,19.64,47.6,Platysteiridae,Passeriformes,N
Batis minima,F,12.9,40,Platysteiridae,Passeriformes,N
Batis minima,M,13.53333333,38.33333333,Platysteiridae,Passeriformes,N
Batis minor,F,15.5,46,Platysteiridae,Passeriformes,N
Batis minor,M,17.1,40.55555556,Platysteiridae,Passeriformes,N
Batis minulla,F,16.4,40.5,Platysteiridae,Passeriformes,N
Batis minulla,M,17.13333333,36,Platysteiridae,Passeriformes,N
Batis mixta,F,18.22380952,34.45714286,Platysteiridae,Passeriformes,N
Batis mixta,M,18.40416667,33.63333333,Platysteiridae,Passeriformes,N
Batis molitor,F,18.2125,44.75,Platysteiridae,Passeriformes,N
Batis molitor,M,17.54545455,41.54545455,Platysteiridae,Passeriformes,N
Batis occulta,F,13.25,33.25,Platysteiridae,Passeriformes,N
Batis occulta,M,13.05,33,Platysteiridae,Passeriformes,N
Batis orientalis,F,15.2,42.5,Platysteiridae,Passeriformes,N
Batis orientalis,M,17.6625,39.25,Platysteiridae,Passeriformes,N
Batis perkeo,F,15.35,38,Platysteiridae,Passeriformes,N
Batis perkeo,M,16.96666667,33.25,Platysteiridae,Passeriformes,N
Batis poensis,F,13.7,32,Platysteiridae,Passeriformes,N
Batis poensis,M,15.94,30.4,Platysteiridae,Passeriformes,N
Batis pririt,F,17.15,41.5,Platysteiridae,Passeriformes,N
Batis pririt,M,18.55,39,Platysteiridae,Passeriformes,N
Batis senegalensis,F,15.85,41,Platysteiridae,Passeriformes,N
Batis senegalensis,M,16.88333333,40.83333333,Platysteiridae,Passeriformes,N
Batis soror,F,14.15,39.5,Platysteiridae,Passeriformes,N
Batis soror,M,17.1625,36.4375,Platysteiridae,Passeriformes,N
Batrachostomus affinis,F,12.775,103.25,Podargidae,Caprimulgiformes,N
Batrachostomus affinis,M,13,104.75,Podargidae,Caprimulgiformes,N
